,Track,Artist,Genre,Album Title,Album Type,Release Date,Thumbnail,Acousticness,Danceability,Energy,Instrumentalness,Popularity,Speechiness,Track ID,Release Year
1595,Rock Around the Clock,Bill Haley & His Comets,"rock-and-roll, rockabilly",Live Explosive Rock N' Roll,compilation,2011-11-01,https://i.scdn.co/image/ab67616d00004851df8589fbf947c853d6c0ef53,0.859,0.445,0.731,0.31,0.36363636363636365,0.333,7hLOIb9E7VKmsVelNq6YZK,2011
1597,Earth Angel,Frankie Valli & The Four Seasons,"adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly",Dawn (Go Away) and 11 Other Hits,album,1964-03-01,https://i.scdn.co/image/ab67616d000048517fca6083924f41ece2d3fb64,0.747,0.57,0.462,0.0,0.40404040404040403,0.0326,4xR0HPOe0abZG0MZi8LYIv,1964
1598,Cecilia - Single Mix,Simon & Garfunkel,"classic rock, folk, folk rock, melancholia, mellow gold, rock, soft rock",Greatest Hits,compilation,1972-06-14,https://i.scdn.co/image/ab67616d00004851ebb9f3c341e85db31408652e,0.409,0.675,0.849,1.31e-05,0.0,0.0386,11CeyEFt21BvAICfd4U8FA,1972
1600,Little Bitty Pretty One,Bobby Day,"doo-wop, rock-and-roll",Rockin' Robin,album,1958-01-01,https://i.scdn.co/image/ab67616d00004851635d01ad663c01a3665d488d,0.795,0.789,0.393,0.0786,0.43434343434343436,0.103,7xBED0BuB3WlInVj1O27OE,1958
1602,Walk Like a Man,Frankie Valli & The Four Seasons,"adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly",The Very Best of Frankie Valli & The 4 Seasons,compilation,2003-01-14,https://i.scdn.co/image/ab67616d00004851b96c21e15c091eb98a6c88a4,0.564,0.694,0.719,2.23e-06,0.45454545454545453,0.0368,1p9rtS9FiIFUP1BrkKheST,2003
1606,Come Go With Me - Single Version,The Del-Vikings,"doo-wop, rhythm and blues, rock-and-roll",The Best of... 20th Century Masters The Millennium Collection,compilation,2003-01-01,https://i.scdn.co/image/ab67616d0000485193b7cd0aa1b46fc361b5a302,0.779,0.639,0.549,0.0,0.3838383838383838,0.0487,0yPbJmOSpFO4YoVeFMdURv,2003
1607,The Longest Time,Billy Joel,"album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",The Essential Billy Joel,compilation,2001-10-02,https://i.scdn.co/image/ab67616d00004851649d4f282653ab8be56f447e,0.183,0.506,0.327,0.0,0.494949494949495,0.0286,3YhcVZIWyakQSTUJD1YMt4,2001
1608,Sweet Caroline - Single Version,Neil Diamond,"adult standards, brill building pop, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock, yacht rock",In My Lifetime,compilation,1996-10-29,https://i.scdn.co/image/ab67616d000048519b0e7ea3b82dc80b45ac0b21,0.505,0.556,0.161,4.36e-05,0.0,0.0297,6l7tK5SsMlN8a9ccgeIkpS,1996
1609,Jump in the Line,Harry Belafonte,calypso,The Legacy of Harry Belafonte: When Colors Come Together,album,2017-02-24,https://i.scdn.co/image/ab67616d0000485148f321ef8435fe5108bc5486,0.789,0.594,0.885,0.0,0.3838383838383838,0.272,59oPFBesMm8CFVwdRRm2k2,2017
1611,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,"album rock, british invasion, classic rock, rock",Out Of Our Heads,album,1965-07-30,https://i.scdn.co/image/ab67616d0000485105c5be85b64eaff732f7cb0b,0.0383,0.723,0.863,0.0317,0.7878787878787878,0.0338,2PzU4IB8Dr6mxV3lHuaG34,1965
1612,America,Simon & Garfunkel,"classic rock, folk, folk rock, melancholia, mellow gold, rock, soft rock",Bookends,album,1968-04-03,https://i.scdn.co/image/ab67616d00004851d8fb5b4308dc27f210064ef4,0.554,0.259,0.241,6.62e-06,0.6666666666666666,0.042,6dfhF1BDGmhM69fnCb6wSC,1968
1614,(Sittin' On) the Dock of the Bay,Otis Redding,"classic soul, memphis soul, soul, soul blues, southern soul, vocal jazz",The Dock of the Bay,album,1968-02-23,https://i.scdn.co/image/ab67616d00004851b050a4bba4ad96ea639d75b3,0.724,0.484,0.312,1.65e-06,0.6363636363636364,0.0535,4Y4Gd3ty8uut6Qw43c7yJc,1968
1617,Chapel Of Love,The Dixie Cups,"classic girl group, doo-wop, rock-and-roll",Full Metal Jacket (Original Motion Picture Soundtrack),compilation,1987-08-04,https://i.scdn.co/image/ab67616d00004851c8fe219406e1ab000d0d56ae,0.395,0.54,0.365,0.0,0.5151515151515151,0.0342,0SMRck5oZi9hc16L6FuRF6,1987
1620,Yakety Yak,The Coasters,"doo-wop, rock-and-roll, rockabilly",Rhino Hi-Five: The Coasters,single,2005-12-20,https://i.scdn.co/image/ab67616d0000485163a11b8024abf7fec271074d,0.705,0.715,0.669,0.000732,0.020202020202020204,0.128,7demHL0GXA6YmTNqw3Btz8,2005
1621,Blue Moon - 2004 Remaster,The Marcels,"doo-wop, rock-and-roll",The Very Best Of The Marcels,compilation,2005-07-15,https://i.scdn.co/image/ab67616d0000485134823f87e6eb54aa7c2b297b,0.685,0.617,0.5,0.0,0.3434343434343434,0.0396,39hE7MMHFjYsqv7zwhR6LD,2005
1623,Lollipop,The Chordettes,"classic girl group, doo-wop, vocal harmony group",Stand By Me [Original Motion Picture Soundtrack],compilation,1986-11-04,https://i.scdn.co/image/ab67616d0000485120c7ae65841e77d5dbcf17a1,0.717,0.671,0.526,0.013,0.0,0.179,38IkFZQU3ZF6agt6FkKA8C,1986
1624,Can't We Be Sweethearts,Dion,"doo-wop, rock-and-roll, rockabilly",The Essential Dion,compilation,2005-04-18,https://i.scdn.co/image/ab67616d0000485180f536b236e044f5ea602163,0.862,0.453,0.509,0.0,0.29292929292929293,0.0309,4hlaDxMw1DkKKVSkuKVebK,2005
1627,Twist And Shout,The Isley Brothers,"classic soul, funk, motown, quiet storm, soul",Twist & Shout,album,1962-01-01,https://i.scdn.co/image/ab67616d00004851c0875be546e011726f775292,0.65,0.774,0.811,0.0,0.0,0.0355,0URp9jOJtiWKR1AfMGH2Qj,1962
1628,Return to Sender,Elvis Presley,"rock-and-roll, rockabilly",The Essential Elvis Presley,compilation,2007-01-01,https://i.scdn.co/image/ab67616d000048518194c9102e2703a6620d3c95,0.547,0.839,0.61,0.0,0.3434343434343434,0.0393,5me5CVAx53EqyAHjVBonWW,2007
1630,Wouldn’t It Be Nice,The Beach Boys,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, sunshine pop",The Beach Boys With The Royal Philharmonic Orchestra,album,2018-06-08,https://i.scdn.co/image/ab67616d00004851ad3d008a0940bdb6588c7319,0.522,0.352,0.597,4.66e-06,0.494949494949495,0.0361,4gySZmwNJcFvVUR0SaELUK,2018
1631,Early Morning Rain,Gordon Lightfoot,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Gord's Gold,album,1975-01-01,https://i.scdn.co/image/ab67616d000048512d457c1817ec21f5809a6ddc,0.497,0.478,0.272,1.91e-05,0.6161616161616161,0.03,5M1gX3DQvgc7GI6dBWX9FL,1975
1632,Wild World,Yusuf / Cat Stevens,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter",Tea For The Tillerman (Remastered),album,1970-11-23,https://i.scdn.co/image/ab67616d00004851409b4acd6ef9f8f05a41466c,0.376,0.484,0.508,0.000791,0.050505050505050504,0.0364,6Xz7FeyE8HTP90HecgHV57,1970
1633,"You Turn Me On, I'm a Radio - Live at Universal Amphitheatre, Los Angeles, CA, 8/14-17, 1974",Joni Mitchell,"canadian singer-songwriter, folk, folk rock, singer-songwriter",Miles of Aisles (Live),album,1974-11-01,https://i.scdn.co/image/ab67616d0000485124b8402db1cb8182d982b18a,0.512,0.599,0.284,0.000177,0.0,0.0305,7gYkNHaayMG36w8pIeqgPu,1974
1635,Fire and Rain,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Sweet Baby James,album,1970-01-01,https://i.scdn.co/image/ab67616d000048511f8c1a0ed8c404c469680cc0,0.499,0.611,0.35,7.84e-06,0.0,0.0356,3LcYYV9ozePfgYYmXv0P3r,1970
1636,Old Man - 2009 Remaster,Neil Young,"canadian singer-songwriter, classic canadian rock, classic rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",Harvest (2009 Remaster),album,1972-02-14,https://i.scdn.co/image/ab67616d000048516f1450f3ec5dd82455f266b1,0.431,0.702,0.244,0.00867,0.010101010101010102,0.0355,16XeptMdlJTWWeIrwEAOvv,1972
1637,Suzanne,Judy Collins,"american folk revival, folk, folk rock, mellow gold, singer-songwriter",In My Life,album,1966-01-01,https://i.scdn.co/image/ab67616d00004851b01a7139a661eafaa190148e,0.961,0.466,0.132,0.00355,0.37373737373737376,0.0368,55MKjMndzFsl8ImJdWAcgj,1966
1638,(What A) Wonderful World,Art Garfunkel,"folk, folk rock, mellow gold, soft rock",The Singer,compilation,2012-08-28,https://i.scdn.co/image/ab67616d00004851dd9e17a2000252d6b79cf904,0.896,0.649,0.331,3e-05,0.30303030303030304,0.0282,5EvYwFfSXS8AsIRD0y8uuS,2012
1639,Big Yellow Taxi,Joni Mitchell,"canadian singer-songwriter, folk, folk rock, singer-songwriter",Ladies of the Canyon,album,1970-03-01,https://i.scdn.co/image/ab67616d000048510058fcf8f649ae1b05f6c163,0.579,0.611,0.47,0.0,0.020202020202020204,0.0356,6UkMcAA19lTdjs22jtB7o2,1970
1640,Peace Train,Yusuf / Cat Stevens,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter",Teaser And The Firecat,album,1971-01-01,https://i.scdn.co/image/ab67616d00004851bdcddb67975065e17a0cb168,0.119,0.61,0.582,3.76e-05,0.010101010101010102,0.044,1ppuHX1oVMku5LTL0swNZP,1971
1641,Teach Your Children,"Crosby, Stills, Nash & Young","album rock, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, rock, roots rock, soft rock, supergroup",Deja Vu,album,1970-03-11,https://i.scdn.co/image/ab67616d0000485106e00756085191abc01e4cf0,0.643,0.497,0.285,1.69e-05,0.6565656565656566,0.0264,29HaKOpeLSYvqdFyEQSRdj,1970
1642,Diamonds And Rust,Joan Baez,"american folk revival, folk, folk rock, singer-songwriter",Diamonds & Rust,album,1975-04-01,https://i.scdn.co/image/ab67616d00004851d0155c007db947331b4666a1,0.243,0.506,0.343,0.0,0.6161616161616161,0.03,4O0sGJdqpHMaWz7KoVd7tb,1975
1643,Carefree Highway,Gordon Lightfoot,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Sundown,album,1974-01-01,https://i.scdn.co/image/ab67616d000048518f2b3a1c0559ca6188de574b,0.466,0.538,0.346,1.24e-05,0.6262626262626263,0.0252,59EupkPF0AA5nu0qDo5FlK,1974
1645,Devoted to You,Carly Simon,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Boys in the Trees,album,1978-01-01,https://i.scdn.co/image/ab67616d000048512efa84a453ce06dafbedae64,0.515,0.539,0.278,0.0,0.46464646464646464,0.0234,6b7l3YWWWUcxJZVETEKBVc,1978
1647,Sweet Baby James,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Sweet Baby James,album,1970-01-01,https://i.scdn.co/image/ab67616d000048511f8c1a0ed8c404c469680cc0,0.442,0.512,0.239,0.0,0.0,0.0353,47cdhtxTfp7WvUbDpDeYa2,1970
1649,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash","album rock, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, rock, soft rock","Crosby, Stills & Nash",album,1969-05-29,https://i.scdn.co/image/ab67616d00004851a32339b8818323380682a889,0.914,0.483,0.159,0.0,0.696969696969697,0.0353,1UKobFsdqNXQb8OthimCKe,1969
1650,California,Joni Mitchell,"canadian singer-songwriter, folk, folk rock, singer-songwriter",Blue,album,1971-06-22,https://i.scdn.co/image/ab67616d00004851e9f77be85457110ebf304da7,0.905,0.464,0.328,0.0,0.0,0.0407,5eM6Rrk8rwLpUhrh7Kk5R1,1971
1651,How Sweet It Is (To Be Loved by You),James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Gorilla,album,1975-01-01,https://i.scdn.co/image/ab67616d00004851c35532a53a70152bae2c6db0,0.252,0.764,0.567,0.0,0.0,0.0412,2RwFdFIN9JAyVUzevwkzez,1975
1654,Don Quixote,Gordon Lightfoot,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Songbook,album,1999-01-01,https://i.scdn.co/image/ab67616d000048516cea9bb56b00678e0d93f7e4,0.737,0.63,0.403,0.0,0.24242424242424243,0.0311,7142omMEpyz2PX5o0EOq5h,1999
1655,Country Road,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",The Essential James Taylor,compilation,2013-10-29,https://i.scdn.co/image/ab67616d0000485149dba916e1dbc1b0368e2554,0.297,0.532,0.439,0.0,0.2828282828282828,0.0395,3ZdGtDYrk61LNXOnBzm6pO,2013
1656,Heart of Gold - 2009 Remaster,Neil Young,"canadian singer-songwriter, classic canadian rock, classic rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",Harvest (2009 Remaster),album,1972-02-14,https://i.scdn.co/image/ab67616d000048516f1450f3ec5dd82455f266b1,0.189,0.541,0.459,0.0274,0.020202020202020204,0.0297,1Q1b8eVkUPGlpSArl8JAVw,1972
1657,Beautiful,Gordon Lightfoot,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Songbook,album,1999-01-01,https://i.scdn.co/image/ab67616d000048516cea9bb56b00678e0d93f7e4,0.844,0.597,0.239,0.000335,0.43434343434343436,0.03,1U5moTwUqAMW0cpxvBKr34,1999
1658,Help Me,Joni Mitchell,"canadian singer-songwriter, folk, folk rock, singer-songwriter",Court and Spark,album,1974-01-17,https://i.scdn.co/image/ab67616d00004851909f0333c8c1a821a7eea703,0.484,0.579,0.536,5.4e-05,0.0,0.0388,0tVzXGFyNPusa1VkHmYDLd,1974
1659,Don't Let Me Be Lonely Tonight,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",One Man Dog,album,1972-01-01,https://i.scdn.co/image/ab67616d000048517d5a3e79eb6dc62648a97544,0.813,0.622,0.145,0.0808,0.0,0.0332,7bOTLy3V2DdyqSzdbrJ5x1,1972
1660,"Don't Think Twice, It's All Right",Bob Dylan,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",The Freewheelin' Bob Dylan,album,1963-05-27,https://i.scdn.co/image/ab67616d000048517d214af8499aa95ad220f573,0.89,0.6,0.243,0.0022,0.6767676767676768,0.0366,2WOjLF83vqjit2Zh4B69V3,1963
1661,Old Dan's Records,Gordon Lightfoot,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Songbook,album,1999-01-01,https://i.scdn.co/image/ab67616d000048516cea9bb56b00678e0d93f7e4,0.104,0.629,0.58,0.000753,0.2222222222222222,0.026,0HAgGhS9LJmJgwSmpswrvo,1999
1662,Four Strong Winds,The Searchers,"british invasion, rock-and-roll",Needles & Pins,album,1964-01-01,https://i.scdn.co/image/ab67616d000048515d0dd46b2e5b276e13a6296c,0.802,0.518,0.409,0.0,0.2828282828282828,0.026,4wLqY1bzqH2BR6V0BjPddI,1964
1665,Your Smiling Face,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",JT,album,1977-01-01,https://i.scdn.co/image/ab67616d000048515965e1d70e919f2259c1dc90,0.137,0.683,0.515,6.66e-06,0.6666666666666666,0.0592,1Q34tAtTWI6RdW1qzFQiPb,1977
1666,Leaving on a Jet Plane,"Peter, Paul and Mary","american folk revival, folk, folk rock, mellow gold, singer-songwriter, soft rock",Album 1700,album,1967-10-31,https://i.scdn.co/image/ab67616d00004851f093393f9ada23c14f4f8e02,0.804,0.414,0.167,0.0,0.6464646464646465,0.0484,6ZSTinOwx5dKFYc6iYyGDn,1967
1667,Affair On 8th Avenue,Gordon Lightfoot,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Songbook,album,1999-01-01,https://i.scdn.co/image/ab67616d000048516cea9bb56b00678e0d93f7e4,0.785,0.518,0.213,1.78e-06,0.0,0.0306,41yQ2HnI0gikx2IkpV9vcA,1999
1668,The Wind,Yusuf / Cat Stevens,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter",Teaser And The Firecat,album,1971-01-01,https://i.scdn.co/image/ab67616d00004851bdcddb67975065e17a0cb168,0.927,0.758,0.187,0.1,0.010101010101010102,0.0437,1rHMg7t3LICgfTl2OsDn46,1971
1669,Walking Man,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Walking Man,album,1975-06-30,https://i.scdn.co/image/ab67616d00004851095b62d7bc43792e955f5284,0.306,0.655,0.373,1.25e-05,0.0,0.0347,2ixvyphthfX2dW1d3eOaf5,1975
1670,Moonshadow,Yusuf / Cat Stevens,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter",Teaser And The Firecat,album,1971-01-01,https://i.scdn.co/image/ab67616d00004851bdcddb67975065e17a0cb168,0.712,0.641,0.297,7.78e-05,0.0,0.0319,4xUlOxwGkdhsQuirAp5RfV,1971
1671,Cotton Jenny,Gordon Lightfoot,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Songbook,album,1999-01-01,https://i.scdn.co/image/ab67616d000048516cea9bb56b00678e0d93f7e4,0.596,0.661,0.644,3.26e-05,0.24242424242424243,0.0283,1GI7Ci1WzHJKgIWoGnAF0Z,1999
1672,Shower the People,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",In the Pocket,album,1976-05-02,https://i.scdn.co/image/ab67616d0000485143f8f67d64ab1a52d20365b8,0.32,0.675,0.448,0.0,0.0,0.0235,5X9778yPpYFP4nHjdn9B4s,1976
1673,Where Do The Children Play?,Yusuf / Cat Stevens,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter",Tea for the Tillerman,album,1970-11-23,https://i.scdn.co/image/ab67616d00004851d12357f649db780ff1171b06,0.75,0.491,0.311,1.83e-05,0.0,0.0365,5p09fHaDAf9uKdthlPSv3H,1970
1674,Sarah Maria,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Gorilla,album,1975-01-01,https://i.scdn.co/image/ab67616d00004851c35532a53a70152bae2c6db0,0.715,0.451,0.0619,5.33e-05,0.0,0.0311,7tjkask8BdbKODKrOeH87t,1975
1675,Hard Headed Woman,Yusuf / Cat Stevens,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter",Tea for the Tillerman,album,1970-11-23,https://i.scdn.co/image/ab67616d00004851d12357f649db780ff1171b06,0.414,0.494,0.331,5.24e-05,0.0,0.0346,481MWA9TbYlpyzkr4FgaE7,1970
1677,Sunny Skies,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Sweet Baby James,album,1970-01-01,https://i.scdn.co/image/ab67616d000048511f8c1a0ed8c404c469680cc0,0.706,0.823,0.142,0.0,0.0,0.0446,2og2NTWCg483LGsY6WjvQB,1970
1678,You Ain't Goin' Nowhere,Bob Dylan,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",The Basement Tapes,album,1975-06-26,https://i.scdn.co/image/ab67616d00004851f14967058439072a2d3c5f50,0.353,0.571,0.591,0.0,0.47474747474747475,0.0355,5WeQHNrOlxBv9NZTrz6xgE,1975
1679,Rainy Day People,Gordon Lightfoot,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",Gord's Gold,album,1975-01-01,https://i.scdn.co/image/ab67616d000048512d457c1817ec21f5809a6ddc,0.678,0.672,0.425,0.000616,0.5858585858585859,0.0277,1TZteKaf5z3P3i87jyB8jc,1975
1680,Sugar Mountain - Live - Canterbury House 1968,Neil Young,"canadian singer-songwriter, classic canadian rock, classic rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",Sugar Mountain - Live at Canterbury House 1968,album,2008-11-28,https://i.scdn.co/image/ab67616d00004851740dadfb7f0cdf9f4872a1e8,0.929,0.522,0.175,0.0278,0.0,0.0441,5tU8FtXsIi3hlXQVyYTC7P,2008
1681,The Circle Game,Joni Mitchell,"canadian singer-songwriter, folk, folk rock, singer-songwriter",Ladies of the Canyon,album,1970-03-01,https://i.scdn.co/image/ab67616d000048510058fcf8f649ae1b05f6c163,0.95,0.599,0.198,0.0,0.0,0.0314,6MYDgkfu34kRRIdMfleVCV,1970
1682,Cinnamon Girl - 2017 Remaster,Neil Young,"canadian singer-songwriter, classic canadian rock, classic rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",Decade,album,1977-01-01,https://i.scdn.co/image/ab67616d00004851179949eec7592e3241d70faa,0.0174,0.636,0.8,0.00117,0.0,0.0288,7yanoZ6lqAEdiHnbFF7gse,1977
1683,Handy Man,James Taylor,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",JT,album,1977-01-01,https://i.scdn.co/image/ab67616d000048515965e1d70e919f2259c1dc90,0.64,0.804,0.233,0.106,0.6262626262626263,0.0312,70aUjWZmd9F3bRSsR4DwAJ,1977
1684,Out on the Weekend - 2009 Remaster,Neil Young,"canadian singer-songwriter, classic canadian rock, classic rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",Harvest (2009 Remaster),album,1972-02-14,https://i.scdn.co/image/ab67616d000048516f1450f3ec5dd82455f266b1,0.0967,0.673,0.265,0.0336,0.0,0.0387,7DqktFsRwJa0XDFPMjV1xJ,1972
